Partner,Dependents,tenure,ContractType,PaperlessBilling,MonthlyCharges,TotalCharges,SeniorCitizenCat,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Mailed check
1,0,14,1,0,48.8,664.4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,31,1,1,90.55,2929.75,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0
1,1,35,0,1,73.45,2661.1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,66,0,0,89.0,5898.6,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0
1,1,48,0,1,99.7,4977.2,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0
0,0,60,0,1,116.6,7049.5,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,26,0,0,35.4,978.6,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1,0,31,1,1,84.85,2633.4,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,72,0,1,116.6,8337.45,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,1,1,0,19.2,19.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,1,1,45.4,80.95,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,2,1,0,44.9,111.05,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,40,0,1,106.0,4178.65,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0
0,0,37,1,0,36.65,1315.0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0
0,0,21,1,1,73.7,1558.7,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,32,0,0,30.15,927.65,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0,31,0,1,75.5,2424.45,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
0,0,8,1,1,69.7,572.85,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,12,1,0,74.75,827.05,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0
1,1,7,1,1,71.35,515.75,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0
0,1,71,0,0,24.35,1654.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,2,1,0,80.55,188.1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
1,1,36,0,0,25.1,930.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0,20.45,20.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,65,0,0,25.75,1654.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,15,1,0,19.75,311.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3,1,0,44.75,148.05,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,72,0,0,88.55,6362.35,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
0,0,24,1,1,51.15,1275.7,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0
1,0,66,0,0,96.6,6424.25,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,1,72,0,0,107.45,7576.7,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1
0,1,21,0,0,53.15,1183.2,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1
1,1,35,0,0,24.3,821.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,13,0,0,55.15,742.9,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1
1,1,10,1,1,24.4,253.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,53,1,1,73.8,4003.85,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0
0,1,41,0,1,20.25,865.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,1,1,69.9,497.3,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,31,1,1,76.05,2227.8,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,21,0,0,71.7,1497.05,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0
1,1,41,1,1,94.3,3893.6,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
1,1,40,1,1,96.35,3915.4,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
1,1,46,0,1,20.2,917.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,72,0,1,116.85,8477.7,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,3,1,0,74.5,217.45,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,18,1,0,19.0,348.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,30,1,0,82.05,2570.2,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0
0,0,1,1,1,50.15,50.15,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,15,0,0,20.1,302.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,49,1,1,90.4,4494.65,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0
1,0,25,1,1,95.15,2395.7,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
0,0,10,1,1,79.85,887.35,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1
0,0,21,1,1,19.95,416.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,30,1,0,85.45,2509.95,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,41,0,0,19.5,798.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,44,0,0,20.0,860.85,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,60,0,0,115.25,6758.45,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,4,1,1,44.8,176.2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,33,1,1,54.65,1665.2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0
1,1,13,1,1,19.85,252.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,45,0,0,51.0,2264.5,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0
1,1,28,0,1,82.85,2320.8,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0
0,0,6,1,1,89.35,567.8,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,53,1,1,92.55,4779.45,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
0,0,43,0,0,26.45,1110.05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,20.4,20.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,5,1,0,20.35,122.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,41,0,1,99.65,4220.35,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0
0,0,3,1,0,90.4,268.45,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0
1,1,30,0,0,19.3,602.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,70,0,0,20.35,1458.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,72,0,1,25.7,1937.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4,1,1,63.75,226.2,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0
1,1,46,1,1,110.2,4972.1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0
1,0,7,1,1,50.3,355.1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0
1,1,39,1,1,99.95,3767.4,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
0,0,1,1,0,19.15,19.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,34,0,1,40.55,1325.85,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,6,1,1,73.85,401.3,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,7,1,0,20.65,155.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,26,1,1,49.5,1265.65,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,9,1,0,20.15,238.15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,49,0,0,25.25,1211.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,49,1,0,40.65,2070.75,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
0,1,16,1,1,69.1,1083.7,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
0,0,9,1,0,20.4,181.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,70,0,1,85.95,5931.75,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
0,0,38,0,1,104.85,3887.25,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
0,0,4,1,1,80.3,324.2,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1
1,0,44,1,0,104.15,4495.65,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
0,1,25,0,1,40.65,970.55,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
1,1,3,1,1,80.7,239.45,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,6,0,0,25.1,171.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,20.55,20.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,68,0,1,114.7,7849.85,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,12,1,1,58.35,740.55,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,0,72,0,1,65.55,4807.45,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0
1,0,42,1,0,20.35,869.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,20,0,0,94.3,1818.3,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0
0,0,3,1,1,69.85,199.85,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,20,0,0,20.65,417.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,49,0,0,78.0,3824.2,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
1,0,70,0,1,49.85,3370.2,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0
0,0,63,0,1,90.05,5817.0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0
1,0,67,1,0,83.85,5588.8,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
0,0,56,0,1,64.65,3665.55,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0
0,0,24,0,0,20.45,527.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,53,0,1,19.4,1110.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,5,1,0,34.25,163.55,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
0,0,12,0,0,20.05,267.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,63,1,0,105.4,6713.2,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
0,0,54,0,1,94.75,5121.75,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0
0,0,46,1,1,45.2,2065.15,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,0,17,1,1,94.8,1563.9,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,55,0,0,45.05,2462.6,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,30,0,0,19.7,625.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,67,0,1,26.1,1759.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,60,1,1,99.0,6017.9,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
1,1,51,0,0,19.4,997.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,17,1,0,25.1,382.8,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,7,0,1,94.05,633.45,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
1,1,72,0,0,24.75,1859.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,69,0,0,20.2,1412.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,12,1,0,19.4,198.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,7,1,0,43.9,278.4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,59,0,0,24.45,1493.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,27,0,0,19.55,520.55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,7,1,1,69.2,477.55,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0
1,1,66,0,1,108.45,7076.35,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
1,1,43,0,1,51.25,2151.6,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0
1,1,72,0,0,48.9,3527.0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
1,0,72,0,1,93.05,6735.05,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,63,0,0,24.2,1618.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,27,1,1,76.1,2093.4,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0
1,1,23,0,0,86.8,1940.8,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1
0,0,29,0,0,35.6,1072.6,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1
1,1,47,0,0,20.05,951.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,33,0,0,74.75,2453.3,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
0,0,14,0,1,54.25,773.2,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1
1,1,67,0,1,105.65,6717.9,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
1,1,60,1,1,49.75,3069.45,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
1,0,30,1,1,101.5,2917.65,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
1,0,25,1,0,55.55,1405.3,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0
0,0,51,0,0,107.45,5680.9,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,27,1,0,50.35,1411.35,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
0,0,22,0,0,65.25,1441.8,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
1,0,69,0,1,84.7,5878.9,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1
1,0,16,1,0,80.75,1321.3,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0
1,1,9,1,1,101.5,906.85,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
1,1,23,0,0,19.65,436.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,27,0,0,20.05,552.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,65,0,0,26.0,1654.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,50,1,1,95.7,4729.75,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,42,0,1,60.15,2421.6,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0
0,0,50,0,0,69.5,3418.2,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0
1,0,31,0,1,64.0,1910.75,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
1,0,65,1,1,109.4,7227.45,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,50,0,1,90.1,4549.45,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,26,1,1,44.65,1156.55,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
1,0,72,0,1,96.6,6827.5,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,2,1,1,56.55,118.25,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0
0,1,11,1,1,78.0,851.8,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1
1,1,16,1,0,73.25,1195.75,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0
1,0,71,0,1,24.4,1725.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,15,1,1,59.65,867.1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0
1,1,72,0,1,103.2,7362.9,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
1,1,60,0,0,94.15,5811.8,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
1,1,72,0,1,104.15,7303.05,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
1,0,51,1,1,49.65,2553.35,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
1,1,56,1,1,109.6,5953.0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1
0,0,26,1,0,49.15,1237.3,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,65,0,0,26.5,1698.55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,55,0,0,21.0,1210.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,58,1,1,65.25,3791.6,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0
0,0,48,0,0,78.9,3771.5,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
0,0,26,1,0,35.75,1022.5,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
1,1,27,0,0,19.9,550.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,53,0,0,24.05,1301.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,15,1,1,91.0,1430.05,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,2,1,1,54.45,87.3,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1
1,1,10,1,1,55.55,551.3,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,47,0,0,94.9,4615.25,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0
1,0,43,0,1,78.8,3460.3,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
0,0,33,1,1,90.65,2989.6,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
1,0,72,0,1,84.05,6052.25,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
1,0,70,0,1,98.7,6858.9,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
1,1,45,0,0,20.35,929.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,54,0,1,99.1,5437.1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
1,0,69,0,0,99.15,6875.35,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0
1,1,71,0,1,70.85,4973.4,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0
1,1,72,0,1,110.45,8058.85,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
0,1,9,1,1,69.4,571.45,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
1,0,49,1,1,100.85,4847.35,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
1,0,61,0,1,101.05,5971.25,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0
1,0,70,0,1,104.45,7349.35,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0
0,0,46,0,1,60.75,2893.4,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0
1,1,24,0,0,78.6,1846.65,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0
0,1,3,1,1,20.05,75.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,38,0,0,81.0,3084.9,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0
1,1,70,0,1,79.25,5731.85,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0
0,0,42,0,1,20.75,844.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,51,0,0,19.1,1007.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,0,1,24.45,1513.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,54,1,1,86.2,4524.05,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
1,1,19,1,1,34.95,610.2,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
0,0,43,1,1,84.85,3645.6,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,13,0,0,19.95,243.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,67,0,1,100.25,6689.0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
1,1,7,1,0,20.65,158.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,39,0,0,59.3,2209.15,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,62,0,1,81.45,4983.05,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
1,0,49,0,0,71.8,3472.05,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
0,0,43,0,0,94.35,3921.3,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,20,1,0,19.4,415.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,52,1,1,49.75,2535.55,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0
0,0,9,1,1,75.2,633.85,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0
1,1,8,1,0,55.75,446.8,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0
1,0,21,1,0,54.6,1125.2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,57,0,0,69.75,3894.4,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,16,1,1,74.45,1261.35,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0
0,0,41,0,1,80.55,3263.9,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0
1,1,54,0,0,91.3,4965.0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
1,1,35,1,1,106.9,3756.45,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
1,0,9,1,1,21.25,204.55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,14,0,0,20.4,275.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,20.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,5,1,0,20.05,95.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,29,0,0,75.55,2054.4,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
0,0,7,1,0,25.05,189.95,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,61,1,0,99.4,5943.65,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
1,1,46,1,1,80.0,3769.7,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0
1,0,52,0,1,106.3,5487.0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,8,1,1,69.95,562.7,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0
1,0,23,1,1,73.65,1642.75,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0
1,1,40,1,1,71.35,2847.2,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1
1,0,71,0,1,84.4,5969.3,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
0,0,72,0,0,86.65,6224.8,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0
1,0,63,1,1,103.5,6479.4,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
1,1,52,0,1,20.4,1090.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,69,0,1,95.2,6671.7,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0
1,1,66,0,1,103.15,7031.3,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,1,1,1,19.4,19.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,17,1,0,70.5,1165.6,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0
1,0,49,0,0,20.7,1032.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,64,1,0,81.05,5135.35,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0
1,0,52,0,0,35.45,1958.95,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
0,0,47,0,0,20.45,943.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,5,1,1,55.7,259.4,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,64,0,0,102.1,6688.1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
0,0,26,0,0,61.55,1581.95,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
0,0,3,0,1,69.95,220.45,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
1,1,67,0,1,60.4,3953.7,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0
0,0,62,0,1,19.2,1123.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,27,1,0,59.45,1611.65,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1,1,40,0,0,19.6,808.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,1,0,24.3,38.45,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,51,1,1,30.05,1529.45,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0
1,1,53,1,1,108.25,5935.1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0
1,1,72,0,1,115.8,8476.5,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,52,0,0,63.9,3334.95,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1,0,68,0,1,41.95,2965.75,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0
0,0,53,1,1,80.6,4348.1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1
0,0,41,0,1,19.85,810.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,71,0,1,19.6,1387.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,9,1,1,19.5,178.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,71,0,1,79.05,5552.5,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0
1,0,54,0,0,20.05,1102.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,65,0,1,84.85,5459.2,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0
1,1,9,0,0,19.75,210.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,25,1,1,78.35,1837.9,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0
0,0,72,0,1,108.1,7774.05,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
1,0,65,0,1,100.15,6643.5,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0
